author,title,description,url,source,category,language,country,published_at,full_text,sentiment
Robin Alexander,"„Wenn Putin nicht gestoppt wird, steht seine Armee irgendwann an unseren Grenzen“","„Raketen, auch Panzer, alles, was wir können“ liefert Tschechien an die Ukraine. Im Interview erklärt Premierminister Petr Fiala, warum sein Land gar nicht anders handeln kann. Bei seinem Besuch in Berlin hat er Kanzler Scholz einen Vorschlag unterbreitet.",https://www.welt.de/politik/ausland/plus238586605/Tschechischer-Premier-Wir-liefern-Waffen-weil-wir-etwas-Entscheidendes-verstanden-haben.html,DIE WELT,general,de,de,2022-05-06T19:50:42+00:00,"Hauptnavigation: Nutzen Sie die Tabulatortaste, um durch die Menüpunkte zu navigieren. Öffnen Sie Untermenüs mit der Leertaste. Schließen Sie Untermenüs mit der Escape-Taste.
Hauptnavigation: Nutzen Sie die Tabulatortaste, um durch die Menüpunkte zu navigieren. Öffnen Sie Untermenüs mit der Leertaste.
„Raketen, auch Panzer, alles, was wir können“ liefert Tschechien an die Ukraine. Im Interview erklärt Premierminister Petr Fiala, warum sein Land gar nicht anders handeln kann. Bei seinem Besuch in Berlin hat er Kanzler Scholz einen Vorschlag unterbreitet.
WELT:Herr Premierminister, Tschechien ist ein wichtiger Unterstützer der Ukraine, auch militärisch. Sind weitere Lieferungen angedacht?
Petr Fiala:Wir haben schon vor dem Krieg Waffen an die Ukraine geschickt. Wir waren das erste Land. Und nach der russischen Aggression waren wir eines der ersten Länder, die auch schwere Waffen geschickt haben: Raketen, auch Panzer, alles, was wir können. Manches hatten wir auf Lager, anderes haben wir extra gekauft. Wir tun das, weil wir etwas Entscheidendes verstanden haben:
Produkte
Abonnement
Services
© PREMIUM-GRUPPE GmbH2025
EinAxel SpringerUnternehmen
Die WELT als ePaper: Die vollständige Ausgabe steht Ihnen bereits am Vorabend zur Verfügung – so sind Sie immer hochaktuell informiert. Weitere Informationen https://epaper.welt.de",Positive
,Berlin und Prag vereinbaren engere Zusammenarbeit,"BERLIN (dpa-AFX) - Deutschland und Tschechien wollen ihre Zusammenarbeit bei der Verteidigung und auf dem Energiesektor ausbauen. Das kündigten Bundeskanzler Olaf Scholz (SPD) und der tschechische Ministerpräsident Petr Fiala am Donnerstagabend nach einem Treffen in Berlin an. Scholz stellte etwa eine enge Kooperation bei Waffenlieferungen an die Ukraine in Aussicht, etwa in Form eines Ringtauschs. [mehr]",http://www.aktiencheck.de/news/Artikel-Berlin_und_Prag_vereinbaren_engere_Zusammenarbeit-14450173,aktiencheck,general,de,de,2022-05-05T18:10:49+00:00,"Copyright 1998 - 2025aktiencheck.de,
			implementiert durchARIVA.DE AG",NA
,WDH/ROUNDUP: Scholz kündigt Baerbock-Reise in die Ukraine an,"(fehlendes Wort ""nicht"" im letzten Satz ergänzt) BERLIN (dpa-AFX) - Nach wochenlanger Verstimmung zwischen Berlin und Kiew soll Außenministerin Annalena Baerbock (Grüne) ""demnächst"" in die Ukraine reisen. Das kündigte Bundeskanzler Olaf Scholz (SPD) am Donnerstagabend bei einer Pressekonferenz mit dem tschechischen Ministerpräsidenten Petr Fiala in Berlin an. [mehr]",http://www.aktiencheck.de/news/Artikel-WDH_ROUNDUP_Scholz_kuendigt_Baerbock_Reise_Ukraine-14450126,aktiencheck,general,de,de,2022-05-05T17:45:49+00:00,"Copyright 1998 - 2025aktiencheck.de,
			implementiert durchARIVA.DE AG",NA
,ROUNDUP: Scholz kündigt Baerbock-Reise in die Ukraine an,"BERLIN (dpa-AFX) - Nach wochenlanger Verstimmung zwischen Berlin und Kiew soll Außenministerin Annalena Baerbock (Grüne) ""demnächst"" in die Ukraine reisen. Das kündigte Bundeskanzler Olaf Scholz (SPD) am Donnerstagabend bei einer Pressekonferenz mit dem tschechischen Ministerpräsidenten Petr Fiala in Berlin an. [mehr]",http://www.aktiencheck.de/news/Artikel-ROUNDUP_Scholz_kuendigt_Baerbock_Reise_Ukraine-14450090,aktiencheck,general,de,de,2022-05-05T17:30:49+00:00,"Copyright 1998 - 2025aktiencheck.de,
			implementiert durchARIVA.DE AG",NA
,Tschechiens Premier über den Ukraine-Krieg: »Das System Putin trägt imperiale Ambitionen in seiner historischen DNA«,"Der tschechische Premier Petr Fiala war einer der ersten Staatschefs, die nach Kiew reisten. Kremlchef Putin, sagt er, verstehe nur Stärke. Die Warnungen der Osteuropäer seien im Westen zu lange ignoriert worden.",https://www.spiegel.de/ausland/tschechiens-premier-ueber-den-ukraine-krieg-das-system-putin-traegt-imperiale-ambitionen-in-seiner-historischen-dna-a-3255ea4c-ea2d-42d9-b269-641c3e322075#ref=rss,Der spiegel,general,de,de,2022-05-05T08:53:58+00:00,"Tschechiens Premier Fiala
Sven Döring / laif / Sven Döring / DER SPIEGEL
Sie können den Artikel leider nicht mehr aufrufen. Der Link, der Ihnen geschickt wurde, ist entweder älter als 30 Tage oder der Artikel wurde bereits 10 Mal geöffnet.
Sie haben bereits ein Digital-Abo?Zum Login
Sie haben bereits ein Print-Abo?Hier rabattiert Digital-Zugang bestellen
Sie haben bereits ein Digital-Abo?Zum Login
SPIEGEL+ wird über Ihren iTunes-Account abgewickelt und mit Kaufbestätigung bezahlt. 24 Stunden vor Ablauf verlängert sich das Abo automatisch um
einen Monat zum Preis von zurzeiteinen Monat zum Preis von zurzeit¤ein Jahr zum Preis von zurzeit¤. In den Einstellungen Ihres iTunes-Accounts können Sie das Abo jederzeit kündigen. Um SPIEGEL+ außerhalb
dieser App zu nutzen, müssen Sie das Abo direkt nach dem Kauf mit einem SPIEGEL-ID-Konto verknüpfen. Mit dem Kauf akzeptieren Sie unsereAllgemeinen GeschäftsbedingungenundDatenschutzerklärung.
Tschechiens Premier Fiala
Sven Döring / laif / Sven Döring / DER SPIEGEL",NA
Reuters,"Czech Republic in talks on EU oil embargo exemption, PM says","PRAGUE &#8212; The Czech Republic will seek an exemption period to the European Union&#8217;s proposed embargo of Russian oil, gaining time for pipeline capacities to be increased, Prime Minister Petr Fiala said on Wednesday. &#8220;We are ready to support this decision (on sanctions including oil), given the Czech Republic will have some postponement until capacity [&#8230;]",https://financialpost.com/pmn/business-pmn/czech-republic-in-talks-on-eu-oil-embargo-exemption-pm-says,Financial Post | Canada Business News,business,en,us,2022-05-04T13:10:24+00:00,[ERROR: 403 Client Error: Forbidden for url: https://financialpost.com/pmn/business-pmn/czech-republic-in-talks-on-eu-oil-embargo-exemption-pm-says],NA
,"Czech Republic in talks on EU oil embargo exemption, PM says","(marketscreener.com) The Czech Republic will seek anexemption period to the European Union's proposed embargo ofRussian oil, gaining time for pipeline capacities to beincreased, Prime Minister Petr Fiala said on Wednesday. ""We are ready to support this decision , given the Czech Republic will have somepostponement until capacity is increased in oil...https://www.marketscreener.com/news/latest/Czech-Republic-in-talks-on-EU-oil-embargo-exemption-PM-says--40269122/?utm_medium=RSS&utm_content=20220504",https://www.marketscreener.com/news/latest/Czech-Republic-in-talks-on-EU-oil-embargo-exemption-PM-says--40269122/?utm_medium=RSS&utm_content=20220504,4-traders,general,en,us,2022-05-04T13:09:37+00:00,[ERROR: 403 Client Error: Forbidden for url: https://www.marketscreener.com/news/latest/Czech-Republic-in-talks-on-EU-oil-embargo-exemption-PM-says--40269122/?utm_medium=RSS&utm_content=20220504],NA
,Tschechien fordert Ausnahmeregelung bei EU-Ölembargo,"PRAG (dpa-AFX) - Nach der Slowakei und Ungarn fordert nun auch Tschechien eine Ausnahme bei dem von der EU-Kommission vorgeschlagenen Öl-Embargo gegen Russland. Man unterstütze die Sanktionen gegen Moskau wegen des Ukraine-Kriegs, dürfe sich aber nicht selbst stärker schädigen als Russland, sagte Ministerpräsident Petr Fiala nach einer Kabinettssitzung am Mittwoch in Prag. [mehr]",http://www.aktiencheck.de/news/Artikel-Tschechien_fordert_Ausnahmeregelung_EU_Oelembargo-14444170,aktiencheck,general,de,de,2022-05-04T13:05:48+00:00,"Copyright 1998 - 2025aktiencheck.de,
			implementiert durchARIVA.DE AG",NA
,Polen und Tschechien fordern mehr EU-Gelder für Ukraine-Flüchtlinge,"WARSCHAU (dpa-AFX) - Polen und Tschechien wollen gemeinsam zusätzliche EU-Gelder für die Versorgung der Ukraine-Flüchtlinge in ihren Ländern einfordern. Darauf einigten sich der polnische Ministerpräsident Mateusz Morawiecki und sein tschechischer Kollege Petr Fiala am Freitag in Warschau. Es müsse sich um ganz neue Mittel handeln - und nicht um Gelder, die von einer Schublade in eine andere verschoben werden, betonte Morawiecki. [mehr]",http://www.aktiencheck.de/news/Artikel-Polen_und_Tschechien_fordern_mehr_EU_Gelder_fuer_Ukraine_Fluechtlinge-14425430,aktiencheck,general,de,de,2022-04-29T14:21:04+00:00,"Copyright 1998 - 2025aktiencheck.de,
			implementiert durchARIVA.DE AG",NA
Reuters,"Czechs have no signals of Russian gas disruptions, PM says","PRAGUE &#8212; The Czech Republic has had no signals or information on any interruption of its gas supplies, but must be prepared for any scenarios after Russia halted supplies to Poland and Bulgaria, Prime Minister Petr Fiala said on Wednesday. The central European country is nearly 100% dependent on Russia for its gas. (Reporting by [&#8230;]",https://nationalpost.com/pmn/news-pmn/czechs-have-no-signals-of-russian-gas-disruptions-pm-says,nationalpost,general,en,us,2022-04-27T09:56:43+00:00,[ERROR: 403 Client Error: Forbidden for url: https://nationalpost.com/pmn/news-pmn/czechs-have-no-signals-of-russian-gas-disruptions-pm-says],NA
NTB,Fiala: Tsjekkia kan snart ikke ta imot flere Ukraina-flyktninger,"Tsjekkia har tatt imot 270.000 krigsflyktninger fra Ukraina, men det er grenser for hvor mange landet kan ta imot, sier statsminister Petr Fiala.",https://www.utrop.no/nyheter/nytt/299113/,utrop,general,no,no,2022-04-11T17:00:52+00:00,"– Vi er på grensen av hva vi kan absorbere uten at det blir betydelige problemer, sier Fiala til TV-kanalen CT24.
Fiala understreker at flyktningene som har ankommet, skal få all den hjelp de trenger.
Nærmere 180.000 flyktninger fra Ukraina har de siste ukene fått opphold i Tsjekkia, der de også kan jobbe og får tilgang på helsehjelp.",Positive
,Tschechiens Regierungschef muss Berlin-Besuch wegen Corona verschieben,PRAG (dpa-AFX) - Der tschechische Ministerpräsident Petr Fiala hat einen für Mittwoch geplanten Antrittsbesuch in Berlin wegen einer Corona-Infektion absagen müssen. Man werde sich um einen Ersatz...,https://www.finanznachrichten.de/nachrichten-2022-04/55685188-tschechiens-regierungschef-muss-berlin-besuch-wegen-corona-verschieben-016.htm,finanznachrichten,general,de,de,2022-04-04T10:23:00+00:00,"PRAG (dpa-AFX) - Der tschechische Ministerpräsident Petr Fiala hat einen für Mittwoch geplanten Antrittsbesuch in Berlin wegen einer Corona-Infektion absagen müssen. Man werde sich um einen Ersatztermin bemühen, sagte ein Regierungssprecher in Prag am Montag auf Anfrage. Die Intensität des Erkrankungsverlaufs habe ihn überrascht, teilte Fiala selbst auf Twitter mit. ""Ich bin vollständig geimpft und möchte mir gar nicht vorstellen, wie es sonst wäre"", fügte der 57-Jährige hinzu.
Fiala steht seit Dezember an der Spitze einer Koalition aus fünf liberalen und konservativen Parteien. Am Freitag und Samstag findet ein Parteitag seiner Demokratischen Bürgerpartei (ODS) statt, auf dem er sich als Vorsitzender zur Wiederwahl stellen soll. In Tschechien gab es nach aktuellen Zahlen binnen sieben Tagen 391 Neuinfektionen je 100 000 Einwohner. Bis auf die FFP2-Maskenpflicht in Bus und Bahn sind mittlerweile fast alle Corona-Maßnahmen abgeschafft./hei/DP/eas",Neutral
redaktion@ad-hoc-news.de,PRAG - Der tschechische Ministerpräsident Petr Fiala hat einen für Mittwoch geplanten Antrittsbesuch in Berlin wegen einer Corona-Infektion absagen müssen.,PRAG - Der tschechische Ministerpräsident Petr Fiala hat einen für Mittwoch geplanten Antrittsbesuch in Berlin wegen einer Corona-Infektion absagen müssen.,https://www.ad-hoc-news.de/wirtschaft/prag-der-tschechische-ministerpraesident-petr-fiala-hat-einen-fuer/62612013,ad-hoc-news,general,de,de,2022-04-04T10:17:30+00:00,[ERROR: 404 Client Error: Not Found for url: https://www.ad-hoc-news.de/wirtschaft/prag-der-tschechische-ministerpraesident-petr-fiala-hat-einen-fuer/62612013],NA
Gomar Colmenares,Praga pedirá ayuda financiera a la UE para asistir a los refugiados ucranios,"La República Checa Praga pedirá ayuda financiera de la Unión Europea (UE) para asistir a los cientos de miles de refugiados que están llegando a su territorio huyendo de la guerra en Ucrania, dijo hoy el primer ministro del país centroeuropeo, Petr Fiala; antes de partir para Bruselas. &#8220;Hemos acordado en el consejo de ministros [&#8230;]La entrada Praga pedirá ayuda financiera a la UE para asistir a los refugiados ucranios se publicó primero en elsiglocomve.",https://elsiglo.com.ve/2022/03/24/praga/,elsiglo,general,es,ve,2022-03-24T17:42:17+00:00,[ERROR: 404 Client Error: Not Found for url: https://elsiglo.com.ve/2022/03/24/praga/],NA
,Tschechien hofft auf Finanzhilfen für Flüchtlingsaufnahme,PRAG (dpa-AFX) - Tschechien erwartet mehr finanzielle Unterstützung durch die Europäische Union bei der Bewältigung des Flüchtlingszustroms aus der Ukraine. Das sagte Ministerpräsident Petr Fiala ...,https://www.finanznachrichten.de/nachrichten-2022-03/55588573-tschechien-hofft-auf-finanzhilfen-fuer-fluechtlingsaufnahme-016.htm,finanznachrichten,general,de,de,2022-03-24T09:11:00+00:00,"PRAG (dpa-AFX) - Tschechien erwartet mehr finanzielle Unterstützung durch die Europäische Union bei der Bewältigung des Flüchtlingszustroms aus der Ukraine. Das sagte Ministerpräsident Petr Fiala am Donnerstag in Prag vor seinem Abflug zum EU-Gipfel in Brüssel. Erforderlich seien neue Programme sowie Flexibilität bei der Verteilung der bestehenden Fördermittel, forderte der liberalkonservative Politiker.
Tschechien gehöre zu den am stärksten betroffenen Ländern, obwohl es nicht an die Ukraine grenze, sagte der 57-Jährige. Nach Schätzung der Regierung in Prag sind bereits rund 300 000 Flüchtlinge in dem EU-Mitgliedstaat angekommen. Rund die Hälfte davon sind Kinder. Vier Fünftel der Erwachsenen sind Frauen. Die Unterbringung der Neuankömmlinge bereitet zunehmend Probleme.
Fiala sprach sich zudem dafür aus, Schlupflöcher bei den Sanktionen zu stopfen, die wegen des Angriffs auf die Ukraine gegen Russland verhängt wurden. Einem Stopp von Energielieferungen aus Russland erteilte er indes eine Absage. ""Wir haben nicht genug alternative Lieferquellen - das betrifft nicht nur Erdöl, sondern auch Erdgas"", betonte Fiala./hei/DP/mis",Positive
,Tschechien hofft auf Finanzhilfen für Flüchtlingsaufnahme,"PRAG (dpa-AFX) - Tschechien erwartet mehr finanzielle Unterstützung durch die Europäische Union bei der Bewältigung des Flüchtlingszustroms aus der Ukraine. Das sagte Ministerpräsident Petr Fiala am Donnerstag in Prag vor seinem Abflug zum EU-Gipfel in Brüssel. Erforderlich seien neue Programme sowie Flexibilität bei der Verteilung der bestehenden Fördermittel, forderte der liberalkonservative Politiker. [mehr]",http://www.aktiencheck.de/news/Artikel-Tschechien_hofft_auf_Finanzhilfen_fuer_Fluechtlingsaufnahme-14301925,aktiencheck,general,de,de,2022-03-24T09:05:51+00:00,"Copyright 1998 - 2025aktiencheck.de,
			implementiert durchARIVA.DE AG",NA
Guest Voice,Defending Europe: How cultural identity shapes support for Ukraine and armed resistance against Russia,"Slovenia Prime Minister Janez Jansa (left), Czech Republic Prime Minister Petr Fiala (second from left) and Poland Prime Minister Mateusz Morawiecki (third from left) meet with Ukrainian President Volodymyr Zelenskyy during a visit to Kyiv on behalf of the European Council on March 16, 2022. Ukrainian Presidency/Handout/Anadolu Agency via Getty Images Anders C. Hardig, American [&#8230;]The post Defending Europe: How cultural identity shapes support for Ukraine and armed resistance against Russia appeared first on The Moderate Voice.",https://themoderatevoice.com/defending-europe-how-cultural-identity-shapes-support-for-ukraine-and-armed-resistance-against-russia/,themoderatevoice,general,en,us,2022-03-23T02:08:15+00:00,"The Moderate Voice
An Internet hub with domestic and international news, analysis, original reporting, and popular features from the left, center, indies, centrists, moderates, and right
March 22, 2022byGuest VoiceLeave a Comment
Anders C. Hardig,American University School of International Service
Since the Russian invasion began on Feb. 24, 2022, the outpouring ofsolidarity and material support for Ukraineacross Europe has been impressive – and highly unusual.
Sweden, for instance, has not providedmilitary aid to a country at warsince shortly after the Soviet Union invaded Finland in 1939. Germany has similarly had apolicy of providing only nonlethal aidto conflict zones. Both countries are now aiding Ukraine with military weapons.
As some observers have noted,Western countries are quick to condemn armed resistancewhen it happens elsewhere in the world. But European countries did not react by providing support in 2008, whenRussia attacked Georgia. Nor in 2014, whenRussia invaded eastern Ukraine and annexed Crimea.
Something is different this time as many European countries have not only promised but alsodelivered arms to Ukraine.
As a scholar of identity and social movements, I see the current rise of European support for Ukraine as the result of a campaign waged by Ukrainians in recent years to shift Ukraine’s identity away from Russia and toward theEuropean Union, or EU, the group of27 European nationsthat share military defense, trade and the Euro, the common currency.
In addition to Sweden and Germany, Denmark, Estonia, Latvia, Poland, France, the Czech Republic and Slovakiadecided it was legitimateto provide weapons to Ukraine to resist the Russian invasion. In turn, the European Union jointly decided to furthersupport Ukraine with military weapons.
These measures can be contrasted with how controversial the issue ofsupplying weapons to conflict zonesin other parts of the world usually is for European nations.
Many of the countries that have now been quick to promise arms to Ukraine havestrict regulations against arms exportsto countries in conflict. In addition to national regulations, the European Union also has its own restrictions on arms exports.
Given Russia’s military capabilities and geographical proximity, Russian aggression is of particular concern to European Union states. Indeed, neutral countries like Sweden have long considered Russia the main military threat,suspecting the Soviet Unionand then theRussian Federationfor submarine incursions into its territorial waters.
When I served in the Swedish army in the 1990s, there was no question thatwe were training for guerrilla warfareagainst an invader from the East – no one expected an attack from NATO in the West.
In Sweden, the sense of threat from Russia has heightened significantly in recent years withincidents of Russian military planescrossing into Swedish airspace. Many suspected thatunidentified surveillance dronesdeployed in January 2022 over Swedishnuclear power plants and government buildingshad originated in Russia.
What is noteworthy is the extent throughout Europe to which Ukraine is framed as a distinctly “European” country, whereas Russia remains the threatening “other.”
European Commission PresidentUrsula von der Leyensaid that Ukraine is “one of us and we want them in the European Union.”
Russia, she explained, seeks to target “stability in Europe and the whole international rules-based order.”
European identity is determined by more than geographical location. Not long ago, European identity decidedly excluded Central and Eastern European states.
When Poland and Hungary joined the EU in the 2000s, for instance, the inclusion of them as true Europeans wastenuous at best.
Theprejudice against themwas exacerbated during the days of Brexit in 2020 when the U.K. was deciding whether to exit the European Union. Poles and other eastern Europeans living in Britain feared attacks from extremists groups. Aspike in hate crimesoccurred shortly after the U.K. decided to leave.
InJuly 2020 alone, more than 5,000 hates crimes were reported, an increase of 40% from the same period the previous year. Thevast majorityof them were directed against citizens from eastern European countries, with more attacks against Poles than against all other nationalities put together.
Clearly, something has shifted in the European understanding of who counts as “European” in only the last few years.
This shift, I argue, can be traced to theMaidan protests in Ukraine of 2013-2014. Civil unrest and street demonstrations broke out shortly after Ukraine’s then-presidentViktor Yanukovychrefused to sign an agreement to further integrate the country with the EU.
Some 25,000people camped out in Maidan, Kyiv’s central square, where they were beaten and shot at by police and government security forces. Dozens of activists were killed. Ultimately, the protests resulted in Yanukovych fleeing the country and new elections were held.
Since the country’s independence in 1991, Ukrainian governments have waged a conscious campaign that has been described by some as “declarative Europeanization.”
The Zelenskyy government’sambitions to join the EU and NATOreflect longstanding goals ofsegments of Ukrainian society.
Social movements do more than change political systems and laws – theychange and create identities.
For Ukraine, the Euromaidan protests are often cited by experts as awatershed momentin the post-independence identity struggle between those who felt kinship with Russia, and those who leaned toward Europe.
The subsequent efforts for increased integration with the EU and, eventually, membership has also led Ukraine to promote its “Europeanness” inside the EU.
At the 2020 EU-Ukraine Summit,President Volodymyr Zelenskyy made that clear.
“Ukrainians are quintessentially European in terms of the values we believe in,” Zelenskyy said. “We are European in our instinctive embrace of freedom and in our deeply felt democratic principles.”
In short, the overwhelming and emotional Europeansupport for Ukraineis not simply a result of the greater scale of Russian aggression compared to 2014.
It is also related to the growing perception inside the EU thatUkraine is, indeed, European.
The Ukrainian government is well aware of the importance of this perception and makes sure to emphasize that the invasion istaking place on European soil. “Russian army is firing from all sides upon Zaporizhzhia NPP, the largest nuclear power plant in Europe,” Dmytro Kuleba, Ukraine’s Minister of Foreign Affairs,tweeted on March 3.
On March 8,  Olena Zelenska, Ukraine’s First Lady,wrote an impassioned pleato the European states on President Zelenskyy’s official website.
“This is a war in Europe, close to the EU borders,” Zelenska wrote. “Ukraine is stopping the force that may aggressively enter your cities tomorrow under the pretext of saving civilians.”
EU officials themselves have until very recentlybeen resistantto the idea of Ukrainian membership, but the Russian invasion has pushed them in the opposite direction.
A member of the People’s Party in the Spanish Congress of Deputiessummed it up: “This is the West against the bad guys, the illiberal regimes, and we should be on the right side of history.”
European right-wing parties have long used rhetoric that claims superiority of European civilization. In Western Europe, right-wing groups have until recently employed it againstCentral and Eastern Europeansas well as non-Europeans. But they did not invent this discourse – it is firmly rooted in old European stereotypes of civilized Europe and the barbaric hinterlands.
[Over 150,000 readers rely on The Conversation’s newsletters to understand the world.Sign up today.]
With its latest invasion of a European country, Russia continues to be seen as barbaric while at the same time Ukraine is swiftly being embraced as part of the civilized European community, valiantly defending its independence on the frontlines against Russia, once again.
If Ukraine prevails and exists as an independent country when this conflict is over, Vladimir Putin may well have unintentionally pushed Ukraine firmly into the arms of Western Europe.
Anders C. Hardig, Senior Professorial Lecturer,American University School of International Service
This article is republished fromThe Conversationunder a Creative Commons license. Read theoriginal article.
Filed Under:Europe,Featured,Russia,Ukraine,WarTagged With:European Identity,European Union (EU),Joe Biden,NATO,Russia,Russian invasion,Russian military,Ukraine invasion,Ukraine war,Ukranian culture,Vladimir Putin
Subscribe in a reader
Copyright 1998 - 2024 The Moderate Voice.Genesis Framework·WordPress·Log in",NA
,Tschechiens Regierungschef fordert härtere Sanktionen,"Der tschechische Ministerpräsident Petr Fiala hat eine Ausweitung der EU-Sanktionen gegen Russland wegen des Ukraine-Kriegs gefordert.""Die ganze Welt sieht, dass (der russische Präsident) Wladimir Putin Kriegsverbrechen begeht und in seinem Krieg unschuldige Menschen sterben"", schrieb der liberalkonservative Politiker am Montag bei Twitter. Als Beispiel führte er die Verwüstung der Hafenstadt Mariupol an. Weitere Sanktionen seien der einzige Weg, Putin zu stoppen.",https://www.politik-live.at/welt-politik/tschechiens-regierungschef-fordert-haertere-sanktionen/514305945,oe24.at,general,de,at,2022-03-21T14:01:59+00:00,"[ERROR: HTTPSConnectionPool(host='www.politik-live.at', port=443): Max retries exceeded with url: /welt-politik/tschechiens-regierungschef-fordert-haertere-sanktionen/514305945 (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x749ec5d2a950>: Failed to establish a new connection: [Errno -2] Name or service not known'))]",NA
,Tschechiens Regierungschef fordert härtere Sanktionen gegen Russland,"PRAG (dpa-AFX) - Der tschechische Ministerpräsident Petr Fiala hat eine Ausweitung der EU-Sanktionen gegen Russland wegen des Ukraine-Kriegs gefordert. ""Die ganze Welt sieht, dass (der russische Präsident) Wladimir Putin Kriegsverbrechen begeht und in seinem Krieg unschuldige Menschen sterben"", schrieb der liberalkonservative Politiker am Montag bei Twitter. [mehr]",http://www.aktiencheck.de/news/Artikel-Tschechiens_Regierungschef_fordert_haertere_Sanktionen_gegen_Russland-14291741,aktiencheck,general,de,de,2022-03-21T13:50:58+00:00,"Copyright 1998 - 2025aktiencheck.de,
			implementiert durchARIVA.DE AG",NA
,Tschechiens Regierungschef fordert härtere Sanktionen gegen Russland,"PRAG (dpa-AFX) - Der tschechische Ministerpräsident Petr Fiala hat eine Ausweitung der EU-Sanktionen gegen Russland wegen des Ukraine-Kriegs gefordert. ""Die ganze Welt sieht, dass (der russische P...",https://www.finanznachrichten.de/nachrichten-2022-03/55556560-tschechiens-regierungschef-fordert-haertere-sanktionen-gegen-russland-016.htm,finanznachrichten,general,de,de,2022-03-21T13:47:00+00:00,"PRAG (dpa-AFX) - Der tschechische Ministerpräsident Petr Fiala hat eine Ausweitung der EU-Sanktionen gegen Russland wegen des Ukraine-Kriegs gefordert. ""Die ganze Welt sieht, dass (der russische Präsident) Wladimir Putin Kriegsverbrechen begeht und in seinem Krieg unschuldige Menschen sterben"", schrieb der liberalkonservative Politiker am Montag bei Twitter. Als Beispiel führte er die Verwüstung der ukrainischen Hafenstadt Mariupol an. Weitere Sanktionen seien der einzige Weg, Putin zu stoppen.
Fiala war vor gut einer Woche gemeinsam mit seinen polnischen und slowenischen Kollegen, Mateusz Morawiecki und Janez Jansa, nach Kiew gereist, um ein Zeichen der Solidarität mit der Ukraine zu setzen. Tschechien hat nach Regierungsangaben bereits rund 270 000 ukrainische Flüchtlinge aufgenommen. Sie haben seit dieser Woche Anspruch auf eine Hilfsleistung von 5000 Kronen (rund 200 Euro) und dürfen eine Arbeit aufnehmen. Zugleich warnt die Regierung in Prag, dass die Unterbringungskapazitäten bald erschöpft sein könnten./hei/DP/ngu",Positive
,"Czechs will look after Ukraine's 'wives and children', says PM","(marketscreener.com) Czech PrimeMinister Petr Fiala said on Saturday his country would take careof the ""wives and children"" fleeing Russia's invasion ofUkraine, which has driven about 3 million Ukrainians to seekrefuge in the EU's eastern flank. Fiala, who travelled to Kyiv earlier this week with hisPolish and Slovenian counterparts to meet...https://www.marketscreener.com/news/latest/Czechs-will-look-after-Ukraine-s-wives-and-children-says-PM--39810296/?utm_medium=RSS&utm_content=20220319",https://www.marketscreener.com/news/latest/Czechs-will-look-after-Ukraine-s-wives-and-children-says-PM--39810296/?utm_medium=RSS&utm_content=20220319,4-traders,general,en,us,2022-03-19T13:25:41+00:00,[ERROR: 403 Client Error: Forbidden for url: https://www.marketscreener.com/news/latest/Czechs-will-look-after-Ukraine-s-wives-and-children-says-PM--39810296/?utm_medium=RSS&utm_content=20220319],NA
Da Redação,República Tcheca diz não poder mais receber refugiados,"Reprodu&#231;&#227;o/Twitter Barack Obama &#8211; 10.03.2022 Refugiados ucranianos deixando o pa&#237;s O primeiro-ministro da Rep&#250;blica Tcheca, Petr Fiala, alertou na &#250;ltima quinta-feira (17) que o pa&#237;s est&#225; chegando ao seu limite e n&#227;o conseguir&#225; mais receber refugiados da&#160;Ucr&#226;nia . &#8220;Devemos admitir que estamos chegando ao limite do que podemos aceitar sem enfrentar maiores dificuldades&#8221;, informou Fiala, [&#8230;]O post República Tcheca diz não poder mais receber refugiados apareceu primeiro em O Documento.",https://odocumento.com.br/republica-tcheca-diz-nao-poder-mais-receber-refugiados/,odocumento,general,pt,br,2022-03-18T17:20:20+00:00,[ERROR: 404 Client Error: Not Found for url: https://odocumento.com.br/republica-tcheca-diz-nao-poder-mais-receber-refugiados/],NA
NTB,Fiala: Tsjekkia kan snart ikke ta imot flere Ukraina-flyktninger,"Tsjekkia har tatt imot 270.000 krigsflyktninger fra Ukraina, men det er grenser for hvor mange landet kan ta imot, sier statsminister Petr Fiala.",https://www.abcnyheter.no/nyheter/verden/2022/03/17/195833479/fiala-tsjekkia-kan-snart-ikke-ta-imot-flere-ukraina-flyktninger,ABC Nyheter,general,no,no,2022-03-17T22:23:15+00:00,[ERROR: 404 Client Error: Not Found for url: https://www.abcnyheter.no/nyheter/verden/2022/03/17/195833479/fiala-tsjekkia-kan-snart-ikke-ta-imot-flere-ukraina-flyktninger],NA
AW,Tsjechië gaat nieuwe kerncentrale bouwen,"Tsjechië heeft vandaag het licht op groen gezet voor de bouw van een nieuwe kerncentrale naast de bestaande kernreactor in Dukovany, in het zuidoosten van het land. Volgens de eerste minister Petr Fiala moet het land hiermee minder afhankelijk worden van Rusland voor zijn energie.",https://www.hln.be/buitenland/tsjechie-gaat-nieuwe-kerncentrale-bouwen~a9995fa9/,HLN,general,nl,be,2022-03-17T18:57:24+00:00,,NA
