author,title,description,url,source,category,language,country,published_at,full_text,sentiment
,Premierminister Bettel hat Corona,Xavier Bettel wurde positiv auf das Corona-Virus getestet. Ein PCR-Test bestätigte das Ergebnis.,https://www.wort.lu/de/lokales/premierminister-bettel-hat-corona-62d52e90de135b9236d4069e,wort,general,de,lu,2022-07-18T09:57:36+00:00,[ERROR: Exceeded 30 redirects.],NA
,Wie fanden Sie Xavier Bettels Rede zur Lage der Nation?,"Die Mehrheitsparteien waren zufrieden mit der Rede vom Premier, die Opposition tief enttäuscht. Was ist Ihre Meinung zu seinen Aussagen?",https://www.wort.lu/de/politik/wie-fanden-sie-xavier-bettels-rede-zur-lage-der-nation-6345d2adde135b923632d63b,wort,general,de,lu,2022-10-12T03:52:00+00:00,[ERROR: Exceeded 30 redirects.],NA
,Die wichtigsten Aussagen aus Xavier Bettels Rede im Video,Der Premierminister hielt am Dienstag seinen traditionellen „Discours sur l'état de la nation“. Sehen Sie sich die Rede im Zusammenschnitt an.,https://www.wort.lu/de/politik/die-wichtigsten-aussagen-aus-xavier-bettels-rede-6345b0bede135b9236d98fcf,wort,general,de,lu,2022-10-11T18:06:54+00:00,[ERROR: Exceeded 30 redirects.],NA
,Sanna Marin hätte gern Xavier Bettel als Party-Begleitung,"In einer australischen TV-Sendung wurde die finnische Premierministerin gefragt, mit welchem Amtskollegen sie am liebsten Party machen würde.",https://www.wort.lu/de/international/sanna-marin-haette-gern-xavier-bettel-als-party-begleitung-6390bdebde135b92369c82f3,wort,general,de,lu,2022-12-07T16:23:07+00:00,[ERROR: Exceeded 30 redirects.],NA
,Bettel: Diplomatische Bemühungen für Ende des Krieges fortsetzen,"BERLIN (dpa-AFX) - Der luxemburgische Premierminister Xavier Bettel hat Deutschland und Frankreich aufgefordert, sich weiter auf diplomatischem Weg für ein Ende des russischen Angriffs auf die Ukraine einzusetzen. Trotz der Sanktionen sollten auch die diplomatischen Bemühungen fortgesetzt werden, sagte er am Dienstag nach einem Treffen mit Bundeskanzler Olaf Scholz (SPD) in Berlin. [mehr]",http://www.aktiencheck.de/news/Artikel-Bettel_Diplomatische_Bemuehungen_fuer_Ende_Krieges_fortsetzen-14215208,aktiencheck,general,de,de,2022-03-01T13:15:57+00:00,"Copyright 1998 - 2025aktiencheck.de,
			implementiert durchARIVA.DE AG",NA
,Scholz: Blutvergießen in der Ukraine muss ein Ende haben,"BERLIN (dpa-AFX) - Bundeskanzler Olaf Scholz (SPD) hat vom russischen Präsidenten Wladimir Putin erneut einen sofortigen Stopp des Angriffs auf die Ukraine verlangt. Er fordere ihn auf, ""unverzüglich alle Kampfhandlungen einzustellen, die russischen Truppen nach Russland abzuziehen und zum Dialog zurückzukehren"", sagte Scholz am Dienstag nach einem Gespräch mit Luxemburgs Premierminister Xavier Bettel. [mehr]",http://www.aktiencheck.de/news/Artikel-Scholz_Blutvergiessen_Ukraine_muss_Ende_haben-14215020,aktiencheck,general,de,de,2022-03-01T12:45:51+00:00,"Copyright 1998 - 2025aktiencheck.de,
			implementiert durchARIVA.DE AG",NA
,"Wie Luxemburg mit Bildung, Wasser und Nahrung hilft",Premierminister Xavier Bettel und Kooperationsminister,https://www.wort.lu/de/politik/wie-luxemburg-mit-bildung-wasser-und-nahrung-hilft-62a39b34de135b9236e3e638,wort,general,de,lu,2022-06-10T19:27:48+00:00,[ERROR: Exceeded 30 redirects.],NA
,Luxemburgs Premier fordert Mittelweg bei Sanktionen gegen Russland,"VERSAILLES (dpa-AFX) - Der Luxemburgische Premierminister Xavier Bettel hat sich für Augenmaß bei Sanktionen gegen Russland ausgesprochen. Die EU sei ein Kompromiss und die, die heute neue Sanktio...",https://www.finanznachrichten.de/nachrichten-2022-03/55476414-luxemburgs-premier-fordert-mittelweg-bei-sanktionen-gegen-russland-016.htm,finanznachrichten,general,de,de,2022-03-11T10:29:00+00:00,"VERSAILLES (dpa-AFX) - Der Luxemburgische Premierminister Xavier Bettel hat sich für Augenmaß bei Sanktionen gegen Russland ausgesprochen. Die EU sei ein Kompromiss und die, die heute neue Sanktionen forderten, wollten morgen mehr Geld, sagte er am Freitag bei einem EU-Gipfel in Versailles. ""Deswegen muss man da schon den richtigen Mittelweg finden.""
Die EU hatte wegen des russischen Angriffskriegs gegen die Ukraine in mehreren Runden bereits scharfe Sanktionen gegen Moskau erlassen. Diese dürften auch die Wirtschaft in der EU treffen. Mehrere EU-Länder fordern zusätzlich ein Importstopp für Energieträger aus Russland wie Gas oder Öl.
Zu einem möglichen EU-Beitritt der Ukraine sagte er: ""Wir können nicht einfach Regeln über Bord schmeißen."" Die EU stellt an ihre Mitgliedsländer etwa Anforderungen an bestimmte Standards in den Bereichen Rechtsstaatlichkeit und Wirtschaft. Bettel sprach sich aber dafür aus, dass die EU-Kommission ausloten könne, in welchen Bereichen eine engere Zusammenarbeit mit der Ukraine möglich sei. ""Das kann im Binnenmarkt sein, das kann politisch sein, das soll auch bei der Rechtsstaatlichkeit sein"", betonte er./mjm/DP/nas",Neutral
,ROUNDUP: Ukraine-Krieg: Bettel telefoniert mit Putin und Selenskyj,LUXEMBURG (dpa-AFX) - Luxemburgs Premierminister Xavier Bettel hat am Montag mit dem russischen Präsidenten Wladimir Putin telefoniert. Im Gespräch habe er die katastrophale Verschlechterung der h...,https://www.finanznachrichten.de/nachrichten-2022-03/55496725-roundup-ukraine-krieg-bettel-telefoniert-mit-putin-und-selenskyj-016.htm,finanznachrichten,general,de,de,2022-03-14T18:53:00+00:00,"LUXEMBURG (dpa-AFX) - Luxemburgs Premierminister Xavier Bettel hat am Montag mit dem russischen Präsidenten Wladimir Putin telefoniert. Im Gespräch habe er die katastrophale Verschlechterung der humanitären Lage in der Ukraine und die katastrophalen Auswirkungen des Krieges auf die Zivilbevölkerung beklagt, teilte das Staatsministerium in Luxemburg mit.
""Diese menschliche Tragödie muss beendet werden, der Angriff auf die Ukraine muss sofort gestoppt und ein Waffenstillstand erreicht werden"", sagte Bettel demnach. Es müsse alles getan werden, damit die humanitären Korridore respektiert würden und Zivilisten den militärischen Auseinandersetzungen entkommen könnten. Das gelte insbesondere für die Hafenmetropole Mariupol.
Im Anschluss telefonierte Bettel am Montag auch mit dem ukrainischen Präsidenten Wolodymyr Selenskyj. Beide stimmten laut Mitteilung überein, dass die anhaltenden russischen Angriffe beendet und so schnell wie möglich ein Waffenstillstand erreicht werden müsse./rtt/DP/jha",Positive
,Vorerst keine Corona-Impfpflicht in Luxemburg,"LUXEMBURG (dpa-AFX) - Eine Impfpflicht gegen Corona wird es in Luxemburg vorerst nicht geben. Das hat der Regierungsrat am Freitag beschlossen. ""Der Mehrwert einer Impfpflicht ist so unsicher, dass wir dafür im Moment nicht die Verantwortung übernehmen können"", sagte Premierminister Xavier Bettel vor Journalisten in Luxemburg. [mehr]",https://www.aktiencheck.de/news/Artikel-Vorerst_keine_Corona_Impfpflicht_Luxemburg-14617686,aktiencheck,general,de,de,2022-07-08T14:55:49+00:00,"Copyright 1998 - 2025aktiencheck.de,
			implementiert durchARIVA.DE AG",NA
,Xavier Bettel erklärt die Lage der Nation,Der Premierminister hält am Dienstag seinen traditionellen „Discours sur l'état de la nation“. Verfolgen Sie die Rede ab 14.30 Uhr im Liveticker.,https://www.wort.lu/de/politik/xavier-bettel-erklaert-die-lage-der-nation-6345147cde135b92362a673e,wort,general,de,lu,2022-10-11T12:00:00+00:00,[ERROR: Exceeded 30 redirects.],NA
Sabine Schwadorf,Fünftreichster Mensch der Welt: Warum Bill Gates das Großherzogtum Luxemburg besucht hat,Er gilt als Multimilliardär und fünftreichster Mensch der Erde: Bill Gates hat dem Großherzogtum am Mittwoch einen Besuch abgestattet und dabei auch Premier Xavier Bettel getroffen. Worum es bei der Stippvisite ging.,https://www.volksfreund.de/nachrichten/bill-gates-in-luxemburg-warum-er-das-grossherzogtum-besuchte_aid-78997229,volksfreund,general,de,de,2022-10-27T09:18:00+00:00,"Er gilt als Multimilliardär und fünftreichster Mensch der Erde: Bill Gates hat dem Großherzogtum am Mittwoch einen Besuch abgestattet und dabei auch Premier Xavier Bettel getroffen. Worum es bei der Stippvisite ging.
Wenn Bill Gates irgendwo hinreist, dann geschieht das meist diskret und ohne großes Aufheben. Doch im kleinen Luxemburg bleibt die Ankunft des Multimilliardärs und fünftreichsten Menschen der Welt nicht unbeachtet, obwohl nur wenige Mitarbeiter des Gastgebers aus Sicherheitsgründen und auf Wunsch von Gates selbst Bescheid wussten. Der Microsoft-Gründer war nämlich auf Einladung der Europäischen Investitionsbank (EIB) mit Sitz im Großherzogtum in Luxemburg.",Neutral
,Der Papst freut sich über die Madeleines von Lea Linster,Im Zuge seiner Italienreise war Premierminister Xavier Bettel auch bei Papst Franziskus - und hatte ein besonderes Geschenk im Gepäck.,https://www.wort.lu/de/panorama/der-papst-freut-sich-ueber-die-madeleines-von-lea-linster-635f6eccde135b92367ccba0,wort,general,de,lu,2022-10-31T08:28:00+00:00,[ERROR: Exceeded 30 redirects.],NA
,"Xavier Bettel: ""Ich wäre dreimal zum Tode verurteilt worden""",Der Premier feierte das 70-jährige Bestehen des EU-Parlaments. In einer Rede erinnert er an die Errungenschaften der europäischen Einigung.,https://www.wort.lu/de/international/xavier-bettel-ich-waere-dreimal-zum-tode-verurteilt-worden-637dd6fede135b92367436e2,wort,general,de,lu,2022-11-23T08:17:02+00:00,[ERROR: Exceeded 30 redirects.],NA
,"""Bettel hat Schaden angerichtet""","Für die CSV hat Xavier Bettel sich und dem Land mit seinem Plagiat geschadet, heißt es bei der CSV. Schlussfolgerungen daraus erwarten sich die Christlich-Sozialen nun von den Mehrheitsparteien.",https://www.wort.lu/de/politik/bettel-hat-schaden-angerichtet-61fa6047de135b9236a287d2,wort,general,de,lu,2022-02-02T10:43:19+00:00,[ERROR: Exceeded 30 redirects.],NA
,Wenn selbst Abschreiben zu schwer ist,"Xavier Bettels Probleme mit seiner Abschlussarbeit, strahlend grüne Energiequellen und sozialere Trinkzeiten. Die Woche im Rückblick.",https://www.wort.lu/de/politik/wenn-selbst-abschreiben-zu-schwer-ist-61fd4756de135b9236f5eca3,wort,general,de,lu,2022-02-05T05:45:00+00:00,[ERROR: Exceeded 30 redirects.],NA
,Bettel und Fayot besuchen Niger und Ruanda,Niger und Ruanda sind die Stationen einer viertägigen Afrikareise von Xavier Bettel und Franz Fayot. Ein Hauptaugenmerk liegt auf der digitalen Entwicklung.,https://www.wort.lu/de/politik/bettel-und-fayot-besuchen-niger-und-ruanda-6299af8dde135b9236724fb7,wort,general,de,lu,2022-06-05T08:00:00+00:00,[ERROR: Exceeded 30 redirects.],NA
,ROUNDUP/Scholz: Blutvergießen in der Ukraine muss ein Ende haben,"BERLIN (dpa-AFX) - Bundeskanzler Olaf Scholz (SPD) hat vom russischen Präsidenten Wladimir Putin erneut einen sofortigen Stopp des Angriffs auf die Ukraine verlangt. Er fordere ihn auf, ""unverzüglich alle Kampfhandlungen einzustellen, die russischen Truppen nach Russland abzuziehen und zum Dialog zurückzukehren"", sagte Scholz am Dienstag nach einem Gespräch mit Luxemburgs Premierminister Xavier Bettel. [mehr]",http://www.aktiencheck.de/news/Artikel-ROUNDUP_Scholz_Blutvergiessen_Ukraine_muss_Ende_haben-14215089,aktiencheck,general,de,de,2022-03-01T13:05:55+00:00,"Copyright 1998 - 2025aktiencheck.de,
			implementiert durchARIVA.DE AG",NA
,"Xavier Bettel besucht Berlin, doch es geht um Kiew",Luxemburgs Premier besucht den deutschen Kanzler. Geredet haben beide vor allem über den Krieg und übers Militär.,https://www.wort.lu/de/international/xavier-bettel-besucht-berlin-doch-es-geht-um-kiew-621e41a6de135b9236a824e0,wort,general,de,lu,2022-03-01T15:54:14+00:00,[ERROR: Exceeded 30 redirects.],NA
,Luxemburg lockert massiv - Maskenpflicht fällt weitgehend,"LUXEMBURG (dpa-AFX) - Angesichts einer entspannten Corona-Lage will Luxemburg einen Großteil seiner Maßnahmen aufheben. Es werde keine Maskenpflicht und keine Zugangsbeschränkungen mehr geben in der Gastronomie, im Einzelhandel, bei der Arbeit oder beim Sport, sagte Premierminister Xavier Bettel am Freitag. [mehr]",http://www.aktiencheck.de/news/Artikel-Luxemburg_lockert_massiv_Maskenpflicht_faellt_weitgehend-14231246,aktiencheck,general,de,de,2022-03-04T13:10:54+00:00,"Copyright 1998 - 2025aktiencheck.de,
			implementiert durchARIVA.DE AG",NA
,Luxemburgs Premierminister besucht Ukraine,"LUXEMBURG (dpa-AFX) - Der luxemburgische Premierminister Xavier Bettel ist auf Einladung des ukrainischen Präsidenten Wolodymyr Selenskyj in die Ukraine gereist. Dies teilte die Regierung am Dienstag in Luxemburg mit. Bettel wolle ""von der russischen Aggression betroffene Städte"" besuchen, hieß es nach seiner Ankunft in Kiew. [mehr]",https://www.aktiencheck.de/news/Artikel-Luxemburgs_Premierminister_besucht_Ukraine-14587890,aktiencheck,general,de,de,2022-06-21T08:25:48+00:00,"Copyright 1998 - 2025aktiencheck.de,
			implementiert durchARIVA.DE AG",NA
,Kremlchef Putin telefoniert mit Luxemburgs Premier Bettel zu Ukraine,"MOSKAU/LUXEMBURG (dpa-AFX) - Russlands Präsident Wladimir Putin hat mit Luxemburgs Premierminister Xavier Bettel zum Krieg in der Ukraine telefoniert. Putin habe hingewiesen auf die ""unaufhörliche...",https://www.finanznachrichten.de/nachrichten-2022-03/55547380-kremlchef-putin-telefoniert-mit-luxemburgs-premier-bettel-zu-ukraine-016.htm,finanznachrichten,general,de,de,2022-03-19T15:23:00+00:00,"MOSKAU/LUXEMBURG (dpa-AFX) - Russlands Präsident Wladimir Putin hat mit Luxemburgs Premierminister Xavier Bettel zum Krieg in der Ukraine telefoniert. Putin habe hingewiesen auf die ""unaufhörlichen Raketenangriffe ukrainischer Kräfte auf Donezk und andere Städte in der Donezker Volksrepublik und der Luhansker Volksrepublik, die zu vielen zivilen Opfern führten"", hieß es in einer Kremlmitteilung vom Samstag. Putin und Bettel hatten bereits am vergangenen Montag miteinander gesprochen.
Bettel sagte nach einer Mitteilung des luxemburgischen Staatsministeriums, es sei ihm darum gegangen, zur Deeskalation beizutragen. Die Situation vor Ort habe sich seit seinem letzten Gespräch mit Putin vor allem in Mariupol weiter verschlechtert. Er sei zutiefst schockiert über Angriffe auf zivile Einrichtungen. ""Die Bilder, die uns erreichen, sind unerträglich"", so Bettel. Er und Putin hätten vereinbart, in Kontakt zu bleiben.
Putin warnte den Kremlangaben zufolge auch vor einer ""militärisch-biologischen Tätigkeit der USA in der Ukraine, die eine große Gefahr sowohl für Russland als auch für ganz Europa darstellen"". Russland betont immer wieder, angeblich ukrainische Labore in der Ukraine aufgedeckt zu haben, in denen mit US-Finanzierung Experimente abgehalten worden seien.
Westliche Staaten hingegen sahen zuletzt ein steigendes Risiko für einen Bio- oder Chemiewaffeneinsatz von russischer Seite im Ukraine-Krieg. Befürchtet wurde, dass Moskau die Berichte über eine angebliche Produktion von Massenvernichtungswaffen durch die Ukraine als Vorwand nutzen könnte, um solche selbst einzusetzen./haw/DP/stk",Positive
,„Zu einem Impfzwang wird es mit dieser Regierung nie kommen“,"Premier Xavier Bettel erklärte am Mittwoch, warum eine Impfpflicht jetzt keinen Sinn macht und trotzdem an einem Gesetzestext gearbeitet wird.",https://www.wort.lu/de/politik/zu-einem-impfzwang-wird-es-mit-dieser-regierung-nie-kommen-62cef047de135b9236dfe209,wort,general,de,lu,2022-07-13T16:45:00+00:00,[ERROR: Exceeded 30 redirects.],NA
,"""Das Ziel ist, keinen hängenzulassen""",Im Anschluss an die bilateralen Konzertierungen mit Patronat und Gewerkschaften erklärte Premier Xavier Bettel die Ausgangslage.,https://www.wort.lu/de/politik/bettel-stimmt-auf-unheil-ein-63220b1fde135b9236439dc3,wort,general,de,lu,2022-09-14T17:10:55+00:00,[ERROR: Exceeded 30 redirects.],NA
,Luxemburgs Premier: Die Menschen im Iran werden umgebracht,"BRÜSSEL (dpa-AFX) - Der luxemburgische Premierminister Xavier Bettel hat die iranischen Sicherheitskräfte für ihr tödliches Vorgehen gegen Protestierende verurteilt. ""Das ist nicht ein Unfall oder so was. Die Leute werden umgebracht von einer Moralpolizei"", sagte Bettel am Freitag am Rande eines EU-Gipfels in Brüssel. [mehr]",https://www.aktiencheck.de/news/Artikel-Luxemburgs_Premier_Menschen_Iran_werden_umgebracht-14945854,aktiencheck,general,de,de,2022-10-21T10:50:52+00:00,"Copyright 1998 - 2025aktiencheck.de,
			implementiert durchARIVA.DE AG",NA
,Luxemburgs Premier: Die Menschen im Iran werden umgebracht,"BRÜSSEL (dpa-AFX) - Der luxemburgische Premierminister Xavier Bettel hat die iranischen Sicherheitskräfte für ihr tödliches Vorgehen gegen Protestierende verurteilt. ""Das ist nicht ein Unfall oder...",https://www.finanznachrichten.de/nachrichten-2022-10/57365834-luxemburgs-premier-die-menschen-im-iran-werden-umgebracht-016.htm,finanznachrichten,general,de,de,2022-10-21T10:53:00+00:00,"BRÜSSEL (dpa-AFX) - Der luxemburgische Premierminister Xavier Bettel hat die iranischen Sicherheitskräfte für ihr tödliches Vorgehen gegen Protestierende verurteilt. ""Das ist nicht ein Unfall oder so was. Die Leute werden umgebracht von einer Moralpolizei"", sagte Bettel am Freitag am Rande eines EU-Gipfels in Brüssel. Der Iran habe eine Sittenpolizei, die den Frauen sage, was gut für sie sei. ""Es ist beschämend"", so der Luxemburger. Weiter sagte Bettel, man könne vor dem Hintergrund der Geschehnisse im Iran nicht einfach die Augen schließen.
Iranische Sicherheitskräfte gehen mit tödlicher Gewalt gegen Bürger vor, die gegen das repressive islamische System demonstrieren. Auslöser der Proteste war der Tod der 22-jährigen Mahsa Amini Mitte September. Die Sittenpolizei hatte sie festgenommen, weil sie die Zwangsvorschriften für das Tragen eines Kopftuchs nicht eingehalten haben soll. Die Frau starb am 16. September in Polizeigewahrsam.
Der EU zufolge gibt es zuverlässige Berichte und Zeugen, wonach sie brutal geschlagen und misshandelt wurde, was schließlich zu ihrem Tod geführt habe. Die Polizei bestreitet diese Darstellung bis heute. Seit dem Tod der Frau demonstrieren landesweit Tausende gegen den repressiven Kurs der Regierung sowie das islamische Herrschaftssystem. Bei den Protesten sind nach Einschätzungen von Menschenrechtlern bislang mehr als 240 Menschen getötet worden./jpg/DP/ngu",Positive
,"Bettel: „Was sie nervt, ist, dass wir als Regierung zusammenhalten“","Premierminister Xavier Bettel (DP) reagiert zum Abschluss der Debatte zur Lage der Nation auf die Kritik der Opposition - und ermahnt die CSV, „bescheidener aufzutreten“.",https://www.wort.lu/de/politik/debatte-nicht-fertig-6347de2ade135b9236c24212,wort,general,de,lu,2022-10-13T14:50:00+00:00,[ERROR: Exceeded 30 redirects.],NA
,Die Verantwortung als passendes Krisen-Narrativ,"""Verantwortung übernehmen"" ist die Rede von Xavier Bettel überschrieben. Déi Gréng wird es freuen, wie viel Verantwortung der Premier in der Klimapolitik übernimmt.",https://www.wort.lu/de/politik/die-verantwortung-als-passendes-krisen-narrativ-63459915de135b9236988019,wort,general,de,lu,2022-10-11T16:45:00+00:00,[ERROR: Exceeded 30 redirects.],NA
,Ukraine-Krieg: Luxemburgs Premierminister besucht Ukraine,"Der luxemburgische Premierminister Xavier Bettel ist auf Einladung des ukrainischen Präsidenten Wolodymyr Selenskyj in die Ukraine gereist. Dies teilte die Regierung am Dienstag in Luxemburg mit. Bettel wolle «von der russischen Aggression betroffene Städte» besuchen, hieß es nach seiner Ankunft in Kiew. Einzelheiten zu seinem Besuchsprogramm und zur Dauer des Aufenthaltes wurden nicht mitgeteilt. Es sei auch eine Reihe bilateraler politischer Gespräche geplant. Selenskyj hatte sich am 2. Juni mit einer Video-Ansprache an das luxemburgische Parlament gewendet und dabei Bettel zu einem...",https://www.stern.de/gesellschaft/regional/rheinland-pfalz-saarland/ukraine-krieg-luxemburgs-premierminister-besucht-ukraine-31968320.html?utm_campaign=alle&utm_medium=rss-feed&utm_source=standard,STERN,general,de,de,2022-06-21T08:17:04+00:00,"Â© G+J Medien GmbH
Zugang zustern+statt11,96 â¬nur 1 â¬
Bereits registriert?Hier anmelden",NA
,Das steht in der Feiertagsansprache von Xavier Bettel,"Der Regierungschef hielt seine traditionelle Ansprache zum Nationalfeiertag. Bettel nutzte die Rede, um für mehr Zusammenhalt zu werben.",https://www.wort.lu/de/politik/das-steht-in-der-feiertagsansprache-von-xavier-bettel-62b32441de135b9236b77572,wort,general,de,lu,2022-06-22T15:50:00+00:00,[ERROR: Exceeded 30 redirects.],NA
