author,title,description,url,source,category,language,country,published_at,full_text,sentiment
,President Radev: Bulgaria categorically Supports the Integration of Montenegro in the EU,"President Rumen Radev is on an official visit to Montenegro. He was welcomed today by Montenegrin President Milo Djukanovic at the presidential palace in the historic capital of Cetinje.“For Bulgarians, Montenegro is a friendly country with which we are connected by centuries-old cultural, historical and spiritual ties. Today we share a common vision for the European perspective of South-Eastern Europe”, the Bulgarian president said after the meeting with his colleague.""I am here to confirm my country's firm support for Montenegro on its European path. Montenegro is the most advanced...",https://www.novinite.com/articles/215873/President+Radev%3A+Bulgaria+categorically+Supports+the+Integration+of+Montenegro+in+the+EU,novinite,general,en,us,2022-07-11T13:10:49+00:00,"HOT:» Will you be spending your summer break in Bulgaria?

President RumenRadevis on an official visit to Montenegro. He was welcomed today by Montenegrin President MiloDjukanovicat the presidential palace in the historic capital of Cetinje.
“For Bulgarians,Montenegrois a friendly country with which we are connected by centuries-old cultural, historical and spiritual ties. Today we share a common vision for the European perspective of South-Eastern Europe”, the Bulgarian president said after the meeting with his colleague.
""I am here to confirm my country's firm support forMontenegroon its European path.Montenegrois the most advanced country in the EU enlargement process and we look forward to welcoming you as a full member of the European family soon."" RumenRadevturned to his Montenegrin colleague.
“The great support of the Montenegrin citizens for their country's European membership is the surest guarantee for the neutralization of any attempts at foreign interference”,Radevstressed.
""Bulgariais ready to help with expertise to strengthen the institutional capacity ofMontenegroto solve all important issues not only in the accession process but also after it,"" he assured.
“In times of security crisis, energy shock, growing inflation, food crisis knocking on the door and possible new migration flows to the EU, the key to success is cohesion, solidarity and interaction between all countries in the region”, the president also noted.

Radevwished success toMontenegro, which takes over the presidency of the South East European Cooperation Process (SEECP).
""It is crucial that our countries raise the focus of the EU and NATO on our region so that we have a proactive policy that not only combats the consequences of the crises but also does everything possible to prevent the aftershocks of all global crises,"" the president said.
For his part, President MiloDjukanovicstated that EU enlargement is important both for Europe and the Balkans. The EU's biggest investment for peace and stability in Europe would be the integration of the Western Balkans, he commented.
""That is why it is important for our neighbors to know the history of the region, to know its deficits and to correctly assess what is needed for its development. There should not be a vacuum in geopolitics,""Djukanovicstressed.
During his official visit, RumenRadevwill also hold meetings with the Speaker of the Parliament Daniela Djurovic, as well as with Prime Minister Dritan Abazovic.
FollowNovinite.comonTwitterandFacebook
Write to us ateditors@novinite.com
Информирайте се на Български -Novinite.bg
/BNT
The Confederation of Independent Trade Unions of Bulgaria (CITUB) is pushing for legal amendments that would change how prices are displayed in stores
The upcoming rise in electricity prices starting in July is expected to influence inflation in Bulgaria
Bulgaria’s pension system is facing deep-rooted problems that go far beyond the question of eurozone accession
Bulgaria will face another day of intense heat on June 26, with clear skies and only a light breeze from the north-northwest
A sharp increase in food prices has been recorded in 25 cities across Bulgaria following joint inspections by the National Revenue Agency (NRA), the Commission for Protection of Competition (CPC), and the Consumer Protection Commission (CPCo)
Bulgaria and Switzerland are launching two new joint initiatives under the Second Swiss Contribution, with a combined value of 18.7 million Swiss francs
Deputy Prime Minister and Minister of Innovation and Growth Tomislav Donchev emphasized the importance of building on the strong political relations between Bulgaria and Japan
In response to inquiries concerning the European Parliament Foreign Affairs Committee’s (AFET) report on the Republic of North Macedonia’s progress toward EU accession
Bulgaria has temporarily evacuated its diplomatic mission from Tehran due to heightened security concerns in the Iranian capital
Two Bulgarian nationals have been safely evacuated from Iran following an operation led by the Embassy of Bulgaria in Tehran
The Embassy of the Islamic Republic of Iran in Sofia has issued an official statement regarding the recent rise in tensions in the Middle East
North Macedonia’s President Gordana Siljanovska-Davkova openly criticized Bulgaria during a summit of the South East European Cooperation Process in Tirana
Borderless Bulgaria: How Schengen Benefits Are Transforming Trade and Logistics
Bulgaria's Mortality Rate Remains Highest in Europe",Positive
Miu von Furstenberg,"Male Model Monday: Nacho Penin, Michael Yerger, Rumen Radev, and more","On this Male Model Monday, we are featuring photos from some of the sexiest male models like Nacho Penin, Michael Yerger, Rumen Radev, and more!",https://socialitelife.com/male-model-monday-nacho-penin-michael-yerger-rumen-radev-and-more/,socialitelife,general,en,us,2022-07-11T11:30:00+00:00,[ERROR: 403 Client Error: Forbidden for url: https://socialitelife.com/male-model-monday-nacho-penin-michael-yerger-rumen-radev-and-more/],NA
,"Bulgaria Party Fails To Form Coalition, Country Edges Closer To New Elections","(RFE/RL) &#8212; Bulgaria&#8217;s centrist Continue the Change party (PP) has announced that it failed to secure the support of a majority in parliament to put forward a new coalition government.On July 8, Asen Vassilev, who was expected to be nominated to become Bulgaria’s next prime minister, informed President Rumen Radev that the party had failed to get the backing from at least 121 lawmakers in the 240-seat parliament.&#8220;Unfortunately, we failed to gather enough support to implement the politics that our&#8230;government would have wanted to push through,&#8221; Vassilev said.“We...",https://api.follow.it/track-rss-story-click/v3/Qw9d99ManWcaWaOTGDsBK0ZPHFZJLI3I,eurasiareview,general,en,us,2022-07-08T23:48:27+00:00,"A Journal of Analysis and News

Location of Bulgaria. Source: CIA World Factbook.
ByRFE RL
(RFE/RL) — Bulgaria’s centrist Continue the Change party (PP) has announced that it failed to secure the support of a majority in parliament to put forward a new coalition government.
On July 8, Asen Vassilev, who was expected to be nominated to become Bulgaria’s next prime minister, informed President Rumen Radev that the party had failed to get the backing from at least 121 lawmakers in the 240-seat parliament.
“Unfortunately, we failed to gather enough support to implement the politics that our…government would have wanted to push through,” Vassilev said.
“We could not get the support needed to rid Bulgaria of corruption and make the state work for the people, instead of channeling taxpayers’ money into a few select companies that can use it to corrupt the political class,” the prime minister- designate said.
Vassilev, who served as finance minister in the previous pro-Western government, told a news conference that the party had the support of 117 deputies ready to support the party’s program.
“We hope that in the next elections, the additional four deputies will be elected by the people,”he said.
The party received the mandate to form a government a week ago after a coalition government that it led fell in a parliamentary no-confidence vote last month.
In a bid to cling to power, the PP had put forward Vassilev as their prime minister-designate instead of outgoing Prime Minister Kiril Petkov and proposed to form a government for a six-month term to see through judicial reforms and other measures.
Petkov’s coalition began to fray after Russia’s invasion of Ukraine in February. The government, which only took office in December on pledges to tackle high-level corruption, was toppled in the no-confidence vote over disagreements on the economy and whether Sofia should drop opposition to North Macedonia’s European Union accession.
Radev will now hand out two more mandates to form a government. He said the first will go next week to the center-right Citizens for the European Development of Bulgaria (GERB) party of former Prime Minister Boyko Borisov. A third mandate will be handed out if GERB is unsuccessful.
If the two other attempts fail, the president will dissolve parliament and call new elections to be held within two months. It would be Bulgaria’s fourth parliamentary elections since April last year.
Fresh elections could return a similarly fragmented legislature as did the other three general elections last year after frustrations over corruption led to mass protests against Borisov’s rule.
A recent poll by the Alpha Research institute in the country of 6.5 million showed as many as seven parties passing the 4 percent entry threshold. Borisov’s GERB led the poll with 21.5 percent, followed by PP with 20.2 percent.
RFE/RL journalists report the news in 21 countries where a free press is banned by the government or not fully established.
Your email address will not be published.Required fields are marked*
Comment*
Name*
Email*
Website

By Garrett I. Campbell (FPRI) — Contrary to the popular assessments of the Sino-Russian strategic partnership, Chinese and Russian national
China should take a page from the US book and apply very strict controls on the exporting of REEs to…
Your piece regarding 'Why no maritime nation gives up its Waters-' is a disturbing story for us Ethiopians. The downfall…
It’s is saddening to see the Amhara civilians undergoing all of these horrific atrocities, and more heartbreaking is the global…
A very insightful article: Those in positions of power rarely give up their privileges willingly. This goes down to the…
A mullah general who actively breeds terrorist s and a beggar economy. What am I missing ?",Neutral
The Associated Press,Bulgaria moves closer to early election as talks fail,"SOFIA, Bulgaria (AP) &#8212; A Bulgarian liberal party failed to find a majority in parliament to form a government, and its leader on Friday returned the mandate to President Rumen Radev, bringing the country closer to a new election &#8212; the fourth in little more than a year. Prime Minister-designate Assen Vassilev, who is co-chair [&#8230;]",https://financialpost.com/pmn/business-pmn/bulgaria-moves-closer-to-early-election-as-talks-fail,Financial Post | Canada Business News,business,en,us,2022-07-08T16:07:34+00:00,[ERROR: 403 Client Error: Forbidden for url: https://financialpost.com/pmn/business-pmn/bulgaria-moves-closer-to-early-election-as-talks-fail],NA
,Candidate for Bulgarian PM: We will Return the Mandate to the President Unfulfilled,"At 5:00 p.m., President Rumen Radev will receive the candidate for Prime Minister, nominated by the largest parliamentary group in the 47th National Assembly, Asen Vassilev, to whom, according to the constitutional procedure, he handed over the first exploratory mandate to form a government within the current parliament.At a briefing in the parliament minutes ago, Asen Vassilev confirmed that he will return the mandate unfulfilled.""Unfortunately, we did not manage to find 121 MPs to support the program. In this parliament, we managed to reach 117 MPs, we hope that in the next parliament we will...",https://www.novinite.com/articles/215842/Candidate+for+Bulgarian+PM%3A+We+will+Return+the+Mandate+to+the+President+Unfulfilled,novinite,general,en,us,2022-07-08T13:30:52+00:00,"HOT:» Will you be spending your summer break in Bulgaria?

At 5:00 p.m., President Rumen Radev will receive the candidate for Prime Minister, nominated by the largest parliamentary group in the 47th National Assembly, AsenVassilev, to whom, according to the constitutional procedure, hehanded over the first exploratorymandateto form a government within the current parliament.
At a briefing in the parliament minutes ago, AsenVassilevconfirmed that he will return themandateunfulfilled.
""Unfortunately, we did not manage to find 121 MPs to support the program. In this parliament, we managed to reach 117 MPs, we hope that in the next parliament we will have more MPs to support us,"" said AsenVassilev, the candidate for Prime Minister in the draft cabinet.
Earlier today, the resigned Prime Minister KirilPetkovstatedthat themandatewould rather be returned as unfulfilled. ""We Continue the Change"" failed to secure support from 121deputiesin the parliament, despite the talks held in recent days.
""We are entering a political crisis, our partners are waiting to see what happens. This crisis is costing the Bulgarian citizens a lot"",Petkovsaid and added: ""By this time - themandatewill be returned"".
According to the Constitution, the GERB-SDS coalition will receive the second mandate. However, they have already declared that they will not attempt to form a government and they will return it.
President Rumen Radev will choose who to give the third term to. So far, the Bulgarian Socialist Party (BSP) and ""Democratic Bulgaria"" have given requests for readiness to try to form a new cabinet.

FollowNovinite.comonTwitterandFacebook
Write to us ateditors@novinite.com
Информирайте се на Български -Novinite.bg
/BNT
Former Prime Minister of Bulgaria, Kiril Petkov, announced on Wednesday that he is stepping down from his positions as co-chair of the party ""We Continue the Change"" (WCC)
""Bulgaria is entering the heart of Europe,"" said Kiril Petkov
Former Finance Minister Asen Vassilev addressed common questions regarding Bulgaria’s transition to the euro
The co-chair of ""We Continue the Change,"" Asen Vassilev, said he does not expect a surge in consumer prices in Bulgaria after the adoption of the euro
Kiril Petkov, co-chair of the ""We Continue the Change"" party and former Prime Minister of Bulgaria, spoke to BNT about the history and implications of Bulgaria’s currency board system
In an interview on Nova TV, Kiril Petkov, co-chair of ""We Continue the Change"" (WCC), stated that the introduction of the euro is currently the most pressing issue for Bulgaria
Former Prime Minister of Bulgaria, Kiril Petkov, announced on Wednesday that he is stepping down from his positions as co-chair of the party ""We Continue the Change"" (WCC)
Deputy Prime Minister and Minister of Innovation and Growth Tomislav Donchev emphasized the importance of building on the strong political relations between Bulgaria and Japan
GERB leader Boyko Borissov openly criticized the party “We Continue the Change” (WCC) for what he described as the collapse of Bulgaria's policy on North Macedonia
Parliament rejected a proposal by the nationalist “Revival” party to summon Foreign Minister Georg Georgiev for questioning following the European Parliament Foreign Affairs Committee’s endorsement of the progress report on North Macedonia
EMKO has issued a firm denial of recent claims suggesting the company has been involved in supplying ammunition and related components from Serbia to Ukraine
Over 216,000 citizens of the Republic of North Macedonia have received Bulgarian passports in the past 18 years
Borderless Bulgaria: How Schengen Benefits Are Transforming Trade and Logistics
Bulgaria's Mortality Rate Remains Highest in Europe",Neutral
,President Radev congratulated US President Joe Biden on July 4,"Head of State Rumen Radev sent a congratulatory address to US President Joe Biden on the occasion of Independence Day - July 4. ""As strategic allies, our two countries cooperate effectively in efforts to address regional and global challenges,"" states President Rumen Radev in his greeting to his American colleague, in which he wishes him good health and successful work for the welfare of the American people.Rumen Radev emphasized the meaningful bilateral agenda in areas of mutual interest such as security and defense, law enforcement, fight against terrorism, economy and trade, culture and...",https://www.novinite.com/articles/215772/President+Radev+congratulated+US+President+Joe+Biden+on+July+4,novinite,general,en,us,2022-07-04T09:05:47+00:00,"HOT:» Will you be spending your summer break in Bulgaria?

Head of State RumenRadevsent a congratulatory address toUSPresident JoeBidenon the occasion of Independence Day - July 4. ""As strategic allies, our two countries cooperate effectively in efforts to address regional and global challenges,"" states President RumenRadevin his greeting to his American colleague, in which he wishes him good health and successful work for the welfare of the American people.
RumenRadevemphasized the meaningful bilateral agenda in areas of mutual interest such as security and defense, law enforcement, fight against terrorism, economy and trade, culture and contacts between the peoples of the two countries. In his letter, the Bulgarian president welcomed theUSsupport for increasing energy security and modernizing the Bulgarian armed forces. The importance of the strategic partnership betweenBulgariaand the USA in a number of areas, especially against the background of the collapse of the international security system as a result of Russia's war against Ukraine, is also highlighted in the letter of the head of state.
""Bulgariaand the USA can do a lot more to develop the full potential in their relations,"" RumenRadevpoints out and notes the acceleration of economic relations betweenBulgariaand the USA in recent years. The President also emphasizes that among the immediate priorities is the introduction of a new impulse in the strategic dialogue between the two countries, including through the accession ofBulgariato the Program for visa-free travel of the USA and the conclusion of a bilateral Agreement on social security.
FollowNovinite.comonTwitterandFacebook
Write tousateditors@novinite.com
Информирайте се на Български -Novinite.bg
/BGNES
The Confederation of Independent Trade Unions of Bulgaria (CITUB) is pushing for legal amendments that would change how prices are displayed in stores
The upcoming rise in electricity prices starting in July is expected to influence inflation in Bulgaria
Bulgaria’s pension system is facing deep-rooted problems that go far beyond the question of eurozone accession
Bulgaria will face another day of intense heat on June 26, with clear skies and only a light breeze from the north-northwest
A sharp increase in food prices has been recorded in 25 cities across Bulgaria following joint inspections by the National Revenue Agency (NRA), the Commission for Protection of Competition (CPC), and the Consumer Protection Commission (CPCo)
Bulgaria and Switzerland are launching two new joint initiatives under the Second Swiss Contribution, with a combined value of 18.7 million Swiss francs
Former Prime Minister of Bulgaria, Kiril Petkov, announced on Wednesday that he is stepping down from his positions as co-chair of the party ""We Continue the Change"" (WCC)
Deputy Prime Minister and Minister of Innovation and Growth Tomislav Donchev emphasized the importance of building on the strong political relations between Bulgaria and Japan
GERB leader Boyko Borissov openly criticized the party “We Continue the Change” (WCC) for what he described as the collapse of Bulgaria's policy on North Macedonia
Parliament rejected a proposal by the nationalist “Revival” party to summon Foreign Minister Georg Georgiev for questioning following the European Parliament Foreign Affairs Committee’s endorsement of the progress report on North Macedonia
EMKO has issued a firm denial of recent claims suggesting the company has been involved in supplying ammunition and related components from Serbia to Ukraine
Over 216,000 citizens of the Republic of North Macedonia have received Bulgarian passports in the past 18 years
Borderless Bulgaria: How Schengen Benefits Are Transforming Trade and Logistics
Bulgaria's Mortality Rate Remains Highest in Europe",Positive
,Bulgaria: President Radev handed Asen Vassilev a Mandate to form a Government,"At 5:00 p.m., the procedure for handing over the first mandate to form a new government within the framework of the 47th National Assembly by President Rumen Radev to the largest political group in the parliament - ""We Continue the Change"" - began.""Dear representatives of ‘We Continue the Change’, please announce your candidate for Prime Minister"", said President Rumen Radev.The chairman of the parliamentary group of ""We Continue the Change"" Andrey Gyurov said:""Dear Mr. President, dear Mrs. Vice-President, the parliamentary group ‘We Continue the Change’ by its decision nominates Mr...",https://www.novinite.com/articles/215745/Bulgaria%3A+President+Radev+handed+Asen+Vassilev+a+Mandate+to+form+a+Government,novinite,general,en,us,2022-07-01T14:45:55+00:00,"HOT:» Will you be spending your summer break in Bulgaria?

At 5:00 p.m., the procedure for handing over the firstmandateto form a newgovernmentwithin the framework of the 47th National Assembly by President RumenRadevto the largest political group in the parliament - ""We Continue the Change"" - began.
""Dear representatives of ‘We Continue the Change’, please announce your candidate for Prime Minister"", said President Rumen Radev.
The chairman of the parliamentary group of ""We Continue the Change"" Andrey Gyurov said:
""Dear Mr. President, dear Mrs. Vice-President, the parliamentary group ‘We Continue the Change’ by its decision nominates Mr. AsenVassilevas a candidate for prime minister, who will receive amandateto form agovernment.""
PresidentRadevindicated that in accordance with the Constitution of the Republic of Bulgaria and as a result of the vote of no confidence by the National Assembly on June 22, he handed AsenVassilevan exploratorymandateto form a government.
""We all know that Bulgaria is in a political, economic and social crisis. Bulgarians share legitimate concerns about the rising prices and the growing uncertainty and instability. And the reforms and funds under the Recovery and Sustainability Plan are waiting for their implementation. Since yesterday, we also have a foreign policy crisis. You will recall that when handing over themandateto the current outgoinggovernment, I warned that if decisive reforms in the judicial system were not undertaken within the first hundred days, the status quo would seek its revenge. Citizens, society and institutions need certainty and predictability, from a reliable protection of the public interest, and this means, above all, responsibility and efforts to form agovernmentthat meets the interests of the citizens. I expect adequate solutions and the defense of the national interest to build a free, democratic and prosperous European Bulgaria,"" he pointed out before handing the folder with themandateto Vassilev.
Upon receiving the folder from the president with themandate, AsenVassilevsaid:
""For me, this is a huge responsibility. I think we are all aware that with the crises that Bulgaria has to face, it is extremely important to have a cabinet. It is also extremely important that this cabinet works in the interest of the citizens, and not in interest of the status quo and that it really defends the Bulgarian interest and the independence of our country, just as the first cabinet of ‘We Continue the Change’ did”.
After receiving the folder with the exploratorymandate, AsenVassilevhas a 7-day period in which he must present to the president the structure and composition of agovernment, after which PresidentRadevmust propose the nominee for prime minister for a vote in the National Assembly.
If this does not happen, RumenRadevmust hand over amandateto the next largest parliamentary group - GERB-SDS.
Earlier in the day, the resigned Prime Minister Kiril Petkovsaidthat he proposed to nominate the former Deputy Prime Minister and Minister of Finance AsenVassilevas the Prime Minister of the next cabinet.
At the beginning of the week, the head of state held political consultations with five of the seven parliamentary formations.
""We Continue the Change"" and the Bulgarian Socialist Party did not attend the talks because of the budget update in the National Assembly. At the talks, GERB, DPS and ""Vazrazhdane"" announced early elections. The best option for ""Democratic Bulgaria"" is agovernmentwith themandateof ""We Continue the Change"". ""There Is Such a People"" are ready to participate in talks about a new cabinet but not at any price.
""The potential for forming agovernmentwithin this parliament has not been exhausted. If we go for the option of elections, before September 15, they are not ideal for the country. It is important to have the greatest possible voter turnout,"" said President Rumen Radev.
FollowNovinite.comonTwitterandFacebook
Write to us ateditors@novinite.com
Информирайте се на Български -Novinite.bg
/BNR
President Rumen Radev joined business leaders and Czech representatives at a meeting organized by the Bulgarian-Czech Chamber of Commerce
President Rumen Radev has urged for caution amid the growing instability in the international arena, warning that Bulgaria must avoid being drawn into escalating global conflicts
President Rumen Radev has criticized the government's handling of rising prices, declaring that the state appears powerless in the face of inflation
GERB leader Boyko Borissov once again directed criticism at President Rumen Radev, this time over his international travel and the recent evacuation of Bulgarian citizens from Israel
Bulgarian President Rumen Radev expressed his full support for Ljubco Georgievski, chairman of the now-dissolved Bulgarian cultural club ""Ivan Mihailov"" in Bitola
Deputy Prime Minister and Minister of Innovation and Growth Tomislav Donchev commented on Bulgaria’s path toward adopting the euro
Former Prime Minister of Bulgaria, Kiril Petkov, announced on Wednesday that he is stepping down from his positions as co-chair of the party ""We Continue the Change"" (WCC)
Deputy Prime Minister and Minister of Innovation and Growth Tomislav Donchev emphasized the importance of building on the strong political relations between Bulgaria and Japan
GERB leader Boyko Borissov openly criticized the party “We Continue the Change” (WCC) for what he described as the collapse of Bulgaria's policy on North Macedonia
Parliament rejected a proposal by the nationalist “Revival” party to summon Foreign Minister Georg Georgiev for questioning following the European Parliament Foreign Affairs Committee’s endorsement of the progress report on North Macedonia
EMKO has issued a firm denial of recent claims suggesting the company has been involved in supplying ammunition and related components from Serbia to Ukraine
Over 216,000 citizens of the Republic of North Macedonia have received Bulgarian passports in the past 18 years
Borderless Bulgaria: How Schengen Benefits Are Transforming Trade and Logistics
Bulgaria's Mortality Rate Remains Highest in Europe",Neutral
Emily Wall,‘They Continue the Crisis’: parliamentary breakup in Bulgaria amidst war and inflation,"Bulgarian Prime Minister Kiril Petkov and his party “We Continue the Change” (PP, Prodalzhavame Promyanata) – Pro-West darlings, self-proclaimed heroes in the fight against corruption and for liberal democratic values – lost a vote of no-confidence in the National Assembly on 22 June, with 123 in support to 116 against. This party of Wall Street financiers, as well as US-and-UK-educated technocrats, emerged from the interim government that was hand-picked by President Rumen Radev, which ran the country from May to December 2021. This was during a period of repeat elections and...",http://www.marxist.com/they-continue-the-crisis-parliamentary-breakup-in-bulgaria-amidst-war-and-inflation.htm,marxist,general,en,us,2022-06-30T14:23:28+00:00,"[ERROR: HTTPSConnectionPool(host='marxist.com', port=443): Read timed out. (read timeout=8)]",NA
,Radev: The Presidency has not received a Report on the Russian Diplomats,"“The presidential institution has not received a report from the State Agency for National Security (SANS) on the expulsion of Russian diplomats. At the Security Council of the Council of Ministers, held on June 9, which was attended by a representative of the presidential institution, this topic was not on the previously announced agenda. It was raised inside for discussion in principle, but no decision was made on it”. This was said by President Rumen Radev to the media after the end of the NATO meeting in Madrid.He specified that upon the return of the representative of the presidential...",https://www.novinite.com/articles/215719/Radev%3A+The+Presidency+has+not+received+a+Report+on+the+Russian+Diplomats,novinite,general,en,us,2022-06-30T13:15:54+00:00,"HOT:» Will you be spending your summer break in Bulgaria?

“The presidential institution has not received a report fromtheState Agency for National Security (SANS) on the expulsion ofRussiandiplomats. At the Security Council of the Council of Ministers, held on June 9, which was attended by a representative of the presidential institution, this topic was not on the previously announced agenda. It was raised inside for discussion in principle, but no decision was made on it”. This was said by President RumenRadevto the media after the end of theNATOmeeting in Madrid.
He specified that upon the return of the representative of the presidential institution and sharing how the Council went, the presidency sent a letter to the Secretary of the Security Council to the Council of Ministers with a question about the decisions taken. The answer is: No decision has been taken by this council.
“This clearly shows that decisions in the government are apparently taken by some parallel mechanism far from the institutional decision-making path”, the president said.
A meeting of the National Security Advisory Council cannot overturn a decision already taken by the resigned government. The body that controls the Council of Ministers is the Bulgarian Parliament. Even if it resigns, the government is still responsible for its actions, the president reminded.
He is adamant that the consequences of this action could be extremely serious, especially for our diplomatic mission in Moscow. But the important thing is that in this way no decisions can be made in the executive branch on such an important issue. The responsibility lies entirely with the executive branch, no matter that it resigned,Radevadded.
In connection with the handing over of the mandates and the previous consultations, the President said that before sending official letters there is always an agreement by phone for the time convenient for both parties. Such coordination was made with “We Continue the Change” and BSP, after which the letters were sent.
""From then on - what were the reasons for these parties not to appear for consultations, I can not speculate. But it is important that the parties take full responsibility for the mandates that will be given to them. I believe that the potential to form a government in within this Parliament is not exhausted. If we are moving towards the election option, elections before 15 September are not appropriate. It is important to have as much turnout as possible. You can consider two months backward when the earliest cycle can end. The opinion of the parties is also important,"" he added.
Regarding the concludedNATOsummit,Radevsaid: “TheNATOsummit is assessed as historic, not only because it is being held at a crucial moment in a radically changed strategic security environment after Russia's aggression in Ukraine, but because at this summitNATO's new post-2010 strategic concept was adopted, which returns the Alliance to its core mission of guaranteeing the territorial integrity, sovereignty and security of each member state.”
“This is a decision with important consequences for all Member States - to strengthen their defense potential, and for the countries of the Eastern Flank - to develop their logistics system, infrastructure and connectivity. For Bulgaria, it means working actively and usingNATO's financial mechanisms.”
“The meeting at a high political level considered only the potential for expanding the multinational battle group to the rank of a brigade”,Radevsaid. He said that Bulgaria should be much more active in building the relevant capabilities in order for such a battle group to function.
At the summit, the beginning of theNATOInnovation Fund was set, in the basis of which, as an idea, Bulgaria has a serious contribution, he added.

FollowNovinite.comonTwitterandFacebook
Write to us ateditors@novinite.com
Информирайте се на Български -Novinite.bg
/BNT
At least 18 people were killed and nearly 300 injured in a Russian missile attack on the central Ukrainian city of Dnipro on June 24
President Rumen Radev joined business leaders and Czech representatives at a meeting organized by the Bulgarian-Czech Chamber of Commerce
Russian drone and artillery strikes overnight on June 24 left a deadly trail across several Ukrainian regions
President Rumen Radev has urged for caution amid the growing instability in the international arena, warning that Bulgaria must avoid being drawn into escalating global conflicts
A massive Russian missile and drone attack struck Ukraine’s capital Kyiv overnight, killing at least six people and wounding 19 more
President Rumen Radev has criticized the government's handling of rising prices, declaring that the state appears powerless in the face of inflation
Former Prime Minister of Bulgaria, Kiril Petkov, announced on Wednesday that he is stepping down from his positions as co-chair of the party ""We Continue the Change"" (WCC)
Deputy Prime Minister and Minister of Innovation and Growth Tomislav Donchev emphasized the importance of building on the strong political relations between Bulgaria and Japan
GERB leader Boyko Borissov openly criticized the party “We Continue the Change” (WCC) for what he described as the collapse of Bulgaria's policy on North Macedonia
Parliament rejected a proposal by the nationalist “Revival” party to summon Foreign Minister Georg Georgiev for questioning following the European Parliament Foreign Affairs Committee’s endorsement of the progress report on North Macedonia
EMKO has issued a firm denial of recent claims suggesting the company has been involved in supplying ammunition and related components from Serbia to Ukraine
Over 216,000 citizens of the Republic of North Macedonia have received Bulgarian passports in the past 18 years
Borderless Bulgaria: How Schengen Benefits Are Transforming Trade and Logistics
Bulgaria's Mortality Rate Remains Highest in Europe",Neutral
,"Bulgaria: Tomorrow the President will give the Mandate to ""We Continue the Change""","On July 1, at 5 p.m. on Dondukov 2 Street, the head of state Rumen Radev will present a mandate to the candidate for Prime Minister, nominated by the largest parliamentary group in the 47th National Assembly - that of ""We Continue the Change"", for forming a government within the current parliament. This was announced by the presidency today.Follow Novinite.com on Twitter and FacebookWrite to us at editors@novinite.comИнформирайте се на Български - Novinite.bg/BNT",https://www.novinite.com/articles/215718/Bulgaria%3A+Tomorrow+the+President+will+give+the+Mandate+to+%22We+Continue+the+Change%22,novinite,general,en,us,2022-06-30T10:15:48+00:00,"HOT:» Will you be spending your summer break in Bulgaria?

On July 1, at 5 p.m. on Dondukov 2 Street, the head of state RumenRadevwill present amandateto the candidate for Prime Minister, nominated by the largest parliamentary group in the 47th National Assembly - that of ""We Continue the Change"", for forming agovernmentwithin the current parliament. This was announced by the presidency today.
FollowNovinite.comonTwitterandFacebook
Write to us ateditors@novinite.com
Информирайте се на Български -Novinite.bg
/BNT
President Rumen Radev joined business leaders and Czech representatives at a meeting organized by the Bulgarian-Czech Chamber of Commerce
President Rumen Radev has urged for caution amid the growing instability in the international arena, warning that Bulgaria must avoid being drawn into escalating global conflicts
President Rumen Radev has criticized the government's handling of rising prices, declaring that the state appears powerless in the face of inflation
GERB leader Boyko Borissov once again directed criticism at President Rumen Radev, this time over his international travel and the recent evacuation of Bulgarian citizens from Israel
Bulgarian President Rumen Radev expressed his full support for Ljubco Georgievski, chairman of the now-dissolved Bulgarian cultural club ""Ivan Mihailov"" in Bitola
Deputy Prime Minister and Minister of Innovation and Growth Tomislav Donchev commented on Bulgaria’s path toward adopting the euro
Former Prime Minister of Bulgaria, Kiril Petkov, announced on Wednesday that he is stepping down from his positions as co-chair of the party ""We Continue the Change"" (WCC)
Deputy Prime Minister and Minister of Innovation and Growth Tomislav Donchev emphasized the importance of building on the strong political relations between Bulgaria and Japan
GERB leader Boyko Borissov openly criticized the party “We Continue the Change” (WCC) for what he described as the collapse of Bulgaria's policy on North Macedonia
Parliament rejected a proposal by the nationalist “Revival” party to summon Foreign Minister Georg Georgiev for questioning following the European Parliament Foreign Affairs Committee’s endorsement of the progress report on North Macedonia
EMKO has issued a firm denial of recent claims suggesting the company has been involved in supplying ammunition and related components from Serbia to Ukraine
Over 216,000 citizens of the Republic of North Macedonia have received Bulgarian passports in the past 18 years
Borderless Bulgaria: How Schengen Benefits Are Transforming Trade and Logistics
Bulgaria's Mortality Rate Remains Highest in Europe",Neutral
